Passenger_ID,Date,vehicle_Type,Route,Departure_Time,Passenger_Count,Ticket_Price,Total_revenue,Day,Payment_Method
P105481,9/29/2025,Train,Kurunegala - Dambulla,18:30,181,190,34390,Monday,Card
P100587,12/23/2025,Bus,Kurunegala - Dambulla,17:30,51,250,12750,Tuesday,Cash
P105455,8/30/2025,Train,Kandy - Nuwara Eliya,17:30,106,230,24380,Saturday,Card
P102821,1/17/2025,Other,Kandy - Nuwara Eliya,6:30,62,390,24180,Friday,Cash
P105756,12/31/2025,Bus,Galle - Matara,10:00,26,200,5200,Wednesday,Cash
P102719,12/10/2025,Train,Kandy - Nuwara Eliya,15:00,166,240,39840,Wednesday,Mobile Payment
P105625,3/22/2025,Bus,Kurunegala - Dambulla,18:30,60,240,14400,Saturday,Card
P101761,3/15/2025,Bus,Colombo - Kurunegala,11:00,44,330,14520,Saturday,Cash
P103050,3/31/2025,Bus,Colombo - Ratnapura,15:00,47,290,13630,Monday,Card
P101870,6/1/2025,Train,Kandy - Colombo,8:00,105,330,34650,Sunday,Cash
P101545,6/2/2025,Other,Kurunegala - Dambulla,18:30,56,290,16240,Monday,Cash
P100473,4/24/2025,Bus,Colombo - Ratnapura,8:00,78,280,21840,Thursday,Mobile Payment
P105240,7/7/2025,Bus,Colombo - Galle,10:00,14,390,5460,Monday,Mobile Payment
P101159,6/10/2025,Train,Galle - Matara,21:00,136,140,19040,Tuesday,Card
P100133,12/4/2025,Bus,Kandy - Colombo,17:00,52,420,21840,Thursday,Card
P101537,10/16/2025,Bus,Colombo - Kalutara,21:00,27,190,5130,Thursday,Card
P102489,10/13/2025,Train,Colombo - Kandy,16:00,95,330,31350,Monday,Mobile Payment
P101633,9/3/2025,Train,Galle - Matara,8:00,180,160,28800,Wednesday,Cash
P101322,1/25/2025,Bus,Kurunegala - Dambulla,8:30,50,250,12500,Saturday,Cash
P105428,5/5/2025,Bus,Colombo - Negombo,7:30,27,230,6210,Monday,Cash
P101189,3/15/2025,Bus,Colombo - Kandy,21:00,35,460,16100,Saturday,Cash
P104379,7/6/2025,Bus,Colombo - Kurunegala,7:00,72,360,25920,Sunday,Cash
P103972,4/20/2025,Bus,Colombo - Kurunegala,15:00,20,380,7600,Sunday,Mobile Payment
P104817,10/26/2025,Other,Galle - Matara,10:00,20,230,4600,Sunday,Cash
P100682,11/30/2025,Bus,Kandy - Colombo,17:00,49,420,20580,Sunday,Card
P101778,4/25/2025,Bus,Kandy - Nuwara Eliya,12:00,30,290,8700,Friday,Card
P104406,4/22/2025,Train,Colombo - Kandy,16:00,85,310,26350,Tuesday,Cash
P104601,3/2/2025,Bus,Kandy - Nuwara Eliya,13:00,44,330,14520,Sunday,Cash
P104563,9/25/2025,Train,Kandy - Colombo,10:00,155,330,51150,Thursday,Cash
P102903,3/4/2025,Bus,Colombo - Kurunegala,21:00,28,380,10640,Tuesday,Cash
P105687,10/26/2025,Bus,Colombo - Galle,7:00,60,440,26400,Sunday,Cash
P103552,11/8/2025,Bus,Kurunegala - Dambulla,7:00,33,250,8250,Saturday,Cash
P105643,4/5/2025,Bus,Colombo - Kandy,11:00,66,490,32340,Saturday,Cash
P101375,8/27/2025,Bus,Colombo - Kalutara,8:30,77,170,13090,Wednesday,Cash
P101946,3/26/2025,Bus,Colombo - Negombo,12:00,34,270,9180,Wednesday,Cash
P100169,4/16/2025,Bus,Colombo - Negombo,7:00,60,260,15600,Wednesday,Card
P104072,1/28/2025,Train,Galle - Matara,19:00,159,160,25440,Tuesday,Cash
P104748,7/25/2025,Bus,Colombo - Galle,17:30,84,390,32760,Friday,Cash
P100502,8/22/2025,Bus,Galle - Matara,17:00,42,210,8820,Friday,Card
P101804,4/29/2025,Bus,Kurunegala - Dambulla,21:00,59,250,14750,Tuesday,Cash
P100882,8/3/2025,Train,Kurunegala - Dambulla,7:00,116,190,22040,Sunday,Cash
P100707,4/23/2025,Bus,Galle - Matara,15:00,48,190,9120,Wednesday,Card
P103367,7/2/2025,Bus,Colombo - Galle,20:00,32,430,13760,Wednesday,Card
P102324,8/17/2025,Bus,Colombo - Galle,7:30,79,410,32390,Sunday,Cash
P102894,10/31/2025,Train,Kandy - Colombo,7:00,75,320,24000,Friday,Card
P103817,1/6/2025,Bus,Galle - Matara,12:00,41,200,8200,Monday,Mobile Payment
P102560,9/3/2025,Bus,Colombo - Negombo,19:00,63,260,16380,Wednesday,Cash
P100231,10/14/2025,Train,Colombo - Kurunegala,10:00,118,290,34220,Tuesday,Mobile Payment
P105092,2/6/2025,Bus,Colombo - Kurunegala,19:00,38,320,12160,Thursday,Card
P101555,1/26/2025,Bus,Colombo - Galle,9:00,37,360,13320,Sunday,Cash
P104240,8/20/2025,Bus,Colombo - Kalutara,7:30,69,200,13800,Wednesday,Cash
P105095,2/18/2025,Bus,Colombo - Kandy,19:00,64,470,30080,Tuesday,Cash
P104787,10/4/2025,Train,Kandy - Nuwara Eliya,18:00,119,200,23800,Saturday,Cash
P103602,4/16/2025,Train,Kurunegala - Dambulla,11:00,148,190,28120,Wednesday,Card
P105218,5/5/2025,Train,Colombo - Negombo,8:00,133,200,26600,Monday,Cash
P105076,4/25/2025,Bus,Colombo - Kandy,7:30,66,460,30360,Friday,Card
P100018,1/3/2025,Bus,Colombo - Negombo,17:30,71,240,17040,Friday,Card
P105176,3/7/2025,Train,Colombo - Kurunegala,20:00,88,240,21120,Friday,Card
P102869,4/5/2025,Bus,Colombo - Ratnapura,7:30,50,330,16500,Saturday,Cash
P101655,11/26/2025,Bus,Colombo - Negombo,18:00,72,250,18000,Wednesday,Card
P101130,11/22/2025,Bus,Colombo - Galle,7:00,82,410,33620,Saturday,Cash
P102330,4/18/2025,Bus,Colombo - Kalutara,17:00,48,170,8160,Friday,Cash
P101091,7/28/2025,Other,Colombo - Kurunegala,13:00,36,420,15120,Monday,Cash
P105604,12/4/2025,Train,Colombo - Kalutara,17:00,83,130,10790,Thursday,Cash
P104459,10/20/2025,Bus,Kandy - Colombo,6:30,38,470,17860,Monday,Mobile Payment
P101499,7/8/2025,Bus,Kandy - Nuwara Eliya,13:00,42,320,13440,Tuesday,Mobile Payment
P103034,2/20/2025,Bus,Kandy - Nuwara Eliya,18:00,54,290,15660,Thursday,Cash
P101882,5/3/2025,Train,Kurunegala - Dambulla,18:00,124,170,21080,Saturday,Mobile Payment
P102663,9/6/2025,Bus,Colombo - Negombo,21:00,45,230,10350,Saturday,Card
P105114,7/18/2025,Train,Kurunegala - Dambulla,21:00,108,200,21600,Friday,Card
P103414,2/21/2025,Bus,Colombo - Galle,21:00,46,390,17940,Friday,Cash
P100697,8/11/2025,Bus,Kandy - Nuwara Eliya,20:00,23,280,6440,Monday,Cash
P104424,7/6/2025,Train,Kandy - Colombo,8:00,98,360,35280,Sunday,Card
P103485,12/18/2025,Train,Kandy - Nuwara Eliya,10:00,152,210,31920,Thursday,Mobile Payment
P100536,12/6/2025,Other,Galle - Matara,8:00,13,230,2990,Saturday,Cash
P102628,6/30/2025,Train,Colombo - Galle,16:00,184,330,60720,Monday,Cash
P103164,9/13/2025,Bus,Galle - Matara,7:30,61,180,10980,Saturday,Card
P103493,8/18/2025,Train,Colombo - Negombo,8:30,136,200,27200,Monday,Cash
P103654,5/8/2025,Bus,Colombo - Negombo,9:00,24,260,6240,Thursday,Card
P102595,4/6/2025,Bus,Colombo - Ratnapura,7:00,41,320,13120,Sunday,Card
P105718,6/5/2025,Bus,Galle - Matara,17:30,36,220,7920,Thursday,Card
P105511,6/29/2025,Bus,Colombo - Negombo,10:00,35,260,9100,Sunday,Cash
P101048,7/27/2025,Bus,Kandy - Colombo,9:00,62,440,27280,Sunday,Cash
P105685,6/20/2025,Bus,Kandy - Colombo,8:30,74,480,35520,Friday,Cash
P105019,8/10/2025,Train,Colombo - Negombo,11:00,93,200,18600,Sunday,Cash
P100015,10/2/2025,Bus,Galle - Matara,21:00,39,180,7020,Thursday,Card
P103743,1/15/2025,Train,Kurunegala - Dambulla,16:00,145,180,26100,Wednesday,Card
P104308,1/4/2025,Train,Colombo - Kalutara,18:00,57,130,7410,Saturday,Cash
P105874,11/20/2025,Train,Colombo - Kandy,17:30,114,310,35340,Thursday,Card
P102348,4/28/2025,Bus,Colombo - Kurunegala,18:30,43,340,14620,Monday,Mobile Payment
P105691,1/23/2025,Bus,Kurunegala - Dambulla,17:30,41,260,10660,Thursday,Cash
P101565,3/17/2025,Train,Colombo - Kandy,19:00,133,320,42560,Monday,Mobile Payment
P105620,8/20/2025,Bus,Kandy - Nuwara Eliya,21:00,27,270,7290,Wednesday,Cash
P101865,4/9/2025,Other,Colombo - Ratnapura,21:00,38,350,13300,Wednesday,Card
P103095,7/13/2025,Bus,Colombo - Galle,19:00,71,400,28400,Sunday,Cash
P100066,7/29/2025,Bus,Colombo - Ratnapura,10:00,28,280,7840,Tuesday,Card
P103404,7/28/2025,Bus,Colombo - Galle,14:00,51,420,21420,Monday,Cash
P105410,3/5/2025,Bus,Galle - Matara,17:30,69,190,13110,Wednesday,Card
P105855,3/12/2025,Bus,Colombo - Kalutara,17:30,53,170,9010,Wednesday,Card
P102411,10/7/2025,Train,Colombo - Kalutara,15:00,131,140,18340,Tuesday,Cash
P105770,1/5/2025,Other,Colombo - Kandy,19:00,28,500,14000,Sunday,Mobile Payment
P102842,7/8/2025,Train,Colombo - Ratnapura,7:00,80,250,20000,Tuesday,Cash
P102009,12/11/2025,Bus,Colombo - Ratnapura,16:00,43,320,13760,Thursday,Mobile Payment
P101273,11/26/2025,Train,Colombo - Negombo,7:00,206,170,35020,Wednesday,Cash
P104946,9/25/2025,Other,Colombo - Kurunegala,16:00,34,420,14280,Thursday,Card
P101895,3/10/2025,Train,Kandy - Colombo,15:00,39,350,13650,Monday,Cash
P104318,5/29/2025,Bus,Colombo - Kandy,6:30,60,480,28800,Thursday,Card
P101972,6/14/2025,Train,Galle - Matara,17:00,79,160,12640,Saturday,Cash
P104096,1/8/2025,Bus,Kandy - Nuwara Eliya,16:00,37,290,10730,Wednesday,Card
P100089,1/19/2025,Train,Colombo - Galle,10:00,112,320,35840,Sunday,Cash
P103091,11/6/2025,Bus,Kurunegala - Dambulla,19:00,37,250,9250,Thursday,Cash
P104884,7/14/2025,Bus,Colombo - Negombo,12:00,39,250,9750,Monday,Card
P101500,9/14/2025,Train,Colombo - Kalutara,14:00,154,150,23100,Sunday,Mobile Payment
P102900,4/23/2025,Bus,Colombo - Ratnapura,18:00,62,320,19840,Wednesday,Card
P101408,10/27/2025,Train,Galle - Matara,21:00,109,140,15260,Monday,Cash
P103460,6/17/2025,Train,Kandy - Nuwara Eliya,10:00,51,210,10710,Tuesday,Mobile Payment
P103671,7/17/2025,Bus,Colombo - Kalutara,14:00,26,160,4160,Thursday,Mobile Payment
P104699,6/28/2025,Bus,Colombo - Galle,11:00,35,400,14000,Saturday,Card
P105778,6/12/2025,Bus,Colombo - Kurunegala,11:00,45,370,16650,Thursday,Card
P104504,8/9/2025,Bus,Kandy - Colombo,21:00,69,490,33810,Saturday,Card
P100764,9/17/2025,Train,Colombo - Ratnapura,13:00,75,220,16500,Wednesday,Cash
P101663,12/30/2025,Other,Colombo - Kandy,12:00,31,550,17050,Tuesday,Cash
P100421,12/22/2025,Train,Colombo - Kalutara,13:00,133,120,15960,Monday,Cash
P103015,3/30/2025,Train,Kandy - Nuwara Eliya,18:00,126,240,30240,Sunday,Cash
P102585,8/11/2025,Train,Colombo - Kalutara,6:30,124,130,16120,Monday,Mobile Payment
P100374,11/29/2025,Train,Colombo - Galle,7:00,215,300,64500,Saturday,Mobile Payment
P105032,7/2/2025,Bus,Kandy - Nuwara Eliya,7:30,26,330,8580,Wednesday,Cash
P104535,12/29/2025,Train,Colombo - Kurunegala,20:00,90,260,23400,Monday,Mobile Payment
P102374,8/19/2025,Bus,Kurunegala - Dambulla,15:00,41,260,10660,Tuesday,Cash
P102768,1/12/2025,Bus,Kandy - Nuwara Eliya,8:30,54,290,15660,Sunday,Mobile Payment
P103362,6/6/2025,Bus,Kandy - Nuwara Eliya,16:00,52,280,14560,Friday,Card
P101833,11/3/2025,Train,Colombo - Ratnapura,7:30,135,220,29700,Monday,Cash
P101621,7/24/2025,Bus,Colombo - Galle,7:00,36,410,14760,Thursday,Card
P103276,9/26/2025,Train,Kandy - Nuwara Eliya,6:30,271,230,62330,Friday,Card
P100539,1/1/2025,Bus,Colombo - Kalutara,18:00,70,170,11900,Wednesday,Cash
P103551,6/2/2025,Train,Kandy - Colombo,16:00,73,320,23360,Monday,Mobile Payment
P100756,9/25/2025,Train,Kandy - Colombo,18:00,124,370,45880,Thursday,Card
P103607,4/22/2025,Train,Colombo - Kandy,9:00,60,330,19800,Tuesday,Cash
P100535,10/1/2025,Train,Kandy - Nuwara Eliya,15:00,46,210,9660,Wednesday,Cash
P101449,9/26/2025,Other,Kandy - Colombo,19:00,50,580,29000,Friday,Card
P100916,7/11/2025,Bus,Colombo - Kandy,7:00,57,450,25650,Friday,Card
P103128,5/23/2025,Bus,Colombo - Kurunegala,16:00,36,330,11880,Friday,Card
P104940,6/28/2025,Train,Colombo - Kandy,7:30,136,360,48960,Saturday,Mobile Payment
P105418,9/5/2025,Bus,Kurunegala - Dambulla,21:00,52,270,14040,Friday,Card
P100182,5/2/2025,Bus,Colombo - Kalutara,9:00,20,170,3400,Friday,Mobile Payment
P101770,11/7/2025,Bus,Colombo - Galle,16:00,47,370,17390,Friday,Card
P104610,6/19/2025,Bus,Colombo - Galle,15:00,45,430,19350,Thursday,Cash
P102830,4/12/2025,Bus,Colombo - Kalutara,13:00,25,170,4250,Saturday,Cash
P103314,4/19/2025,Bus,Kandy - Colombo,14:00,35,480,16800,Saturday,Cash
P105458,5/22/2025,Bus,Kurunegala - Dambulla,18:30,62,240,14880,Thursday,Cash
P101193,3/15/2025,Bus,Colombo - Negombo,18:00,56,250,14000,Saturday,Card
P104082,11/10/2025,Bus,Kandy - Nuwara Eliya,20:00,23,320,7360,Monday,Card
P102128,1/7/2025,Bus,Colombo - Kalutara,15:00,30,180,5400,Tuesday,Cash
P105396,4/9/2025,Bus,Colombo - Galle,18:30,45,410,18450,Wednesday,Card
P100477,8/30/2025,Bus,Colombo - Kalutara,18:00,72,170,12240,Saturday,Mobile Payment
P104921,7/23/2025,Other,Colombo - Galle,17:00,38,450,17100,Wednesday,Card
P101324,9/11/2025,Bus,Colombo - Kurunegala,11:00,59,380,22420,Thursday,Cash
P100260,12/1/2025,Bus,Kurunegala - Dambulla,21:00,19,230,4370,Monday,Card
P100280,12/18/2025,Train,Colombo - Kalutara,16:00,112,130,14560,Thursday,Card
P100562,9/30/2025,Bus,Kurunegala - Dambulla,16:00,43,270,11610,Tuesday,Cash
P104285,10/17/2025,Train,Kandy - Nuwara Eliya,19:00,181,210,38010,Friday,Mobile Payment
P100199,11/29/2025,Train,Kandy - Nuwara Eliya,7:00,80,210,16800,Saturday,Card
P103930,12/27/2025,Bus,Colombo - Kurunegala,16:00,33,360,11880,Saturday,Cash
P104378,5/8/2025,Train,Kurunegala - Dambulla,12:00,95,180,17100,Thursday,Cash
P102276,3/4/2025,Train,Kandy - Nuwara Eliya,17:00,100,230,23000,Tuesday,Mobile Payment
P101741,1/15/2025,Train,Colombo - Kalutara,15:00,105,130,13650,Wednesday,Cash
P101892,2/27/2025,Bus,Colombo - Kurunegala,14:00,45,370,16650,Thursday,Cash
P101860,1/21/2025,Train,Colombo - Negombo,15:00,44,190,8360,Tuesday,Cash
P104615,9/14/2025,Bus,Kurunegala - Dambulla,10:00,42,240,10080,Sunday,Card
P105904,10/16/2025,Bus,Kurunegala - Dambulla,17:00,66,240,15840,Thursday,Card
P103027,7/4/2025,Other,Kurunegala - Dambulla,20:00,20,270,5400,Friday,Cash
P101384,1/13/2025,Bus,Colombo - Negombo,14:00,26,260,6760,Monday,Cash
P102092,9/19/2025,Other,Colombo - Kandy,13:00,10,510,5100,Friday,Cash
P103077,8/8/2025,Other,Galle - Matara,7:00,33,220,7260,Friday,Card
P104334,3/29/2025,Train,Colombo - Kandy,14:00,181,340,61540,Saturday,Mobile Payment
P103199,10/9/2025,Bus,Colombo - Ratnapura,17:30,62,300,18600,Thursday,Cash
P101600,6/9/2025,Train,Kandy - Nuwara Eliya,7:00,157,240,37680,Monday,Cash
P102575,7/30/2025,Bus,Colombo - Kandy,9:00,50,450,22500,Wednesday,Cash
P101727,5/7/2025,Bus,Colombo - Galle,6:30,50,380,19000,Wednesday,Cash
P103238,8/8/2025,Other,Colombo - Ratnapura,16:00,24,370,8880,Friday,Card
P105247,2/6/2025,Train,Galle - Matara,11:00,78,150,11700,Thursday,Mobile Payment
P105694,5/1/2025,Train,Colombo - Negombo,19:00,114,180,20520,Thursday,Mobile Payment
P104667,12/18/2025,Bus,Colombo - Kurunegala,7:30,52,320,16640,Thursday,Cash
P104793,11/18/2025,Bus,Kandy - Colombo,13:00,52,470,24440,Tuesday,Card
P101224,9/27/2025,Other,Colombo - Ratnapura,8:30,39,350,13650,Saturday,Cash
P101298,7/23/2025,Bus,Colombo - Ratnapura,7:30,44,330,14520,Wednesday,Card
P102776,9/30/2025,Bus,Kandy - Colombo,16:00,41,440,18040,Tuesday,Cash
P100016,9/27/2025,Bus,Colombo - Kurunegala,11:00,55,380,20900,Saturday,Mobile Payment
P105426,11/24/2025,Train,Kandy - Colombo,8:30,186,350,65100,Monday,Mobile Payment
P100352,9/28/2025,Train,Colombo - Kandy,17:30,60,320,19200,Sunday,Card
P105405,12/6/2025,Bus,Kurunegala - Dambulla,12:00,39,270,10530,Saturday,Mobile Payment
P101363,3/21/2025,Train,Galle - Matara,15:00,103,150,15450,Friday,Cash
P102171,1/19/2025,Train,Kandy - Nuwara Eliya,9:00,154,250,38500,Sunday,Cash
P102032,10/19/2025,Train,Colombo - Galle,12:00,122,300,36600,Sunday,Cash
P103814,6/5/2025,Train,Kandy - Colombo,13:00,120,320,38400,Thursday,Cash
P101023,1/15/2025,Other,Kandy - Nuwara Eliya,18:00,34,350,11900,Wednesday,Card
P100372,7/18/2025,Bus,Colombo - Kalutara,18:00,39,190,7410,Friday,Cash
P102245,7/18/2025,Train,Colombo - Ratnapura,17:00,194,220,42680,Friday,Cash
P102314,8/17/2025,Train,Kurunegala - Dambulla,14:00,81,190,15390,Sunday,Cash
P105861,11/5/2025,Bus,Colombo - Kalutara,18:30,62,160,9920,Wednesday,Cash
P103797,8/14/2025,Bus,Colombo - Ratnapura,18:00,35,320,11200,Thursday,Mobile Payment
P103800,9/17/2025,Train,Kandy - Nuwara Eliya,14:00,117,210,24570,Wednesday,Mobile Payment
P105805,1/20/2025,Bus,Colombo - Ratnapura,8:00,64,310,19840,Monday,Cash
P100743,6/4/2025,Train,Colombo - Kurunegala,7:00,193,280,54040,Wednesday,Card
P101269,10/27/2025,Train,Colombo - Kurunegala,8:00,214,250,53500,Monday,Card
P102601,11/16/2025,Train,Colombo - Kandy,15:00,114,320,36480,Sunday,Cash
P101618,4/13/2025,Train,Colombo - Kandy,11:00,154,320,49280,Sunday,Cash
P100806,9/30/2025,Train,Galle - Matara,17:00,130,160,20800,Tuesday,Card
P104797,10/20/2025,Bus,Kandy - Nuwara Eliya,19:00,28,320,8960,Monday,Cash
P100684,12/22/2025,Train,Colombo - Kandy,17:00,142,340,48280,Monday,Cash
P104984,4/25/2025,Train,Colombo - Kalutara,17:30,90,140,12600,Friday,Cash
P103560,10/29/2025,Bus,Colombo - Galle,17:00,57,360,20520,Wednesday,Mobile Payment
P103853,9/4/2025,Train,Colombo - Kurunegala,8:30,146,270,39420,Thursday,Cash
P103806,7/24/2025,Other,Colombo - Kalutara,16:00,22,200,4400,Thursday,Card
P105564,7/21/2025,Bus,Colombo - Kurunegala,9:00,42,360,15120,Monday,Card
P104707,9/15/2025,Train,Colombo - Negombo,9:00,171,190,32490,Monday,Card
P104370,4/30/2025,Bus,Colombo - Kalutara,15:00,36,190,6840,Wednesday,Cash
P105013,6/23/2025,Bus,Colombo - Ratnapura,10:00,53,300,15900,Monday,Mobile Payment
P103857,6/9/2025,Bus,Kurunegala - Dambulla,17:30,75,250,18750,Monday,Cash
P103860,3/7/2025,Train,Colombo - Kandy,21:00,116,320,37120,Friday,Cash
P100009,6/18/2025,Train,Colombo - Kurunegala,17:30,96,260,24960,Wednesday,Card
P101863,4/13/2025,Bus,Kandy - Nuwara Eliya,14:00,30,320,9600,Sunday,Cash
P102820,4/7/2025,Bus,Kurunegala - Dambulla,17:30,69,270,18630,Monday,Mobile Payment
P101352,3/7/2025,Train,Colombo - Ratnapura,7:00,136,210,28560,Friday,Card
P100577,4/21/2025,Bus,Colombo - Negombo,19:00,62,240,14880,Monday,Cash
P100627,11/7/2025,Bus,Colombo - Negombo,16:00,58,250,14500,Friday,Card
P103619,1/8/2025,Train,Galle - Matara,11:00,86,140,12040,Wednesday,Mobile Payment
P105532,5/13/2025,Bus,Galle - Matara,18:30,70,180,12600,Tuesday,Cash
P100427,1/21/2025,Bus,Colombo - Negombo,13:00,53,270,14310,Tuesday,Cash
P100034,7/16/2025,Other,Colombo - Ratnapura,18:30,32,340,10880,Wednesday,Cash
P101047,5/9/2025,Bus,Colombo - Galle,10:00,41,430,17630,Friday,Card
P100045,2/19/2025,Bus,Kandy - Colombo,7:30,60,490,29400,Wednesday,Cash
P103340,11/20/2025,Train,Colombo - Kandy,15:00,111,350,38850,Thursday,Card
P101045,7/5/2025,Train,Colombo - Galle,8:00,179,310,55490,Saturday,Mobile Payment
P101102,1/30/2025,Other,Colombo - Ratnapura,15:00,21,390,8190,Thursday,Cash
P101050,12/5/2025,Bus,Kandy - Nuwara Eliya,8:00,55,300,16500,Friday,Card
P101884,6/5/2025,Train,Colombo - Kalutara,14:00,102,150,15300,Thursday,Cash
P104472,4/13/2025,Other,Kurunegala - Dambulla,11:00,28,330,9240,Sunday,Cash
P104634,4/23/2025,Train,Kandy - Nuwara Eliya,6:30,163,210,34230,Wednesday,Card
P101744,1/27/2025,Bus,Colombo - Kalutara,14:00,34,160,5440,Monday,Card
P102578,4/6/2025,Train,Kandy - Colombo,8:30,88,320,28160,Sunday,Cash
P100064,1/17/2025,Bus,Colombo - Kandy,18:00,53,460,24380,Friday,Card
P104354,11/27/2025,Other,Colombo - Ratnapura,16:00,27,350,9450,Thursday,Mobile Payment
P103071,1/3/2025,Train,Kandy - Colombo,9:00,121,350,42350,Friday,Card
P105330,2/17/2025,Bus,Galle - Matara,13:00,31,200,6200,Monday,Mobile Payment
P102618,5/5/2025,Bus,Kandy - Colombo,8:30,32,410,13120,Monday,Cash
P101120,9/28/2025,Bus,Colombo - Kurunegala,21:00,44,330,14520,Sunday,Card
P102500,4/5/2025,Bus,Colombo - Ratnapura,7:00,40,320,12800,Saturday,Mobile Payment
P103393,5/5/2025,Train,Kurunegala - Dambulla,21:00,105,170,17850,Monday,Cash
P100706,2/4/2025,Other,Colombo - Negombo,10:00,16,300,4800,Tuesday,Cash
P104987,1/18/2025,Train,Colombo - Kalutara,19:00,108,120,12960,Saturday,Card
P104963,3/29/2025,Bus,Colombo - Kurunegala,17:00,79,350,27650,Saturday,Cash
P103269,1/14/2025,Train,Galle - Matara,13:00,102,150,15300,Tuesday,Card
P104011,10/18/2025,Bus,Galle - Matara,21:00,50,190,9500,Saturday,Cash
P101613,10/15/2025,Bus,Colombo - Galle,15:00,41,360,14760,Wednesday,Mobile Payment
P104223,9/11/2025,Train,Colombo - Galle,18:00,94,310,29140,Thursday,Cash
P101974,2/14/2025,Bus,Colombo - Ratnapura,18:00,46,300,13800,Friday,Mobile Payment
P104816,1/4/2025,Other,Colombo - Galle,8:30,34,500,17000,Saturday,Cash
P105560,4/17/2025,Train,Colombo - Galle,12:00,66,290,19140,Thursday,Cash
P103933,6/9/2025,Train,Colombo - Kurunegala,8:30,141,280,39480,Monday,Mobile Payment
P101316,10/1/2025,Train,Colombo - Galle,10:00,91,270,24570,Wednesday,Mobile Payment
P105688,7/20/2025,Other,Kurunegala - Dambulla,10:00,31,310,9610,Sunday,Cash
P105695,3/10/2025,Train,Colombo - Kandy,21:00,104,370,38480,Monday,Card
P102799,2/20/2025,Other,Galle - Matara,15:00,31,240,7440,Thursday,Card
P105783,2/22/2025,Train,Colombo - Kalutara,7:30,188,130,24440,Saturday,Card
P103837,8/17/2025,Other,Galle - Matara,10:00,30,260,7800,Sunday,Card
P104763,4/11/2025,Train,Colombo - Negombo,10:00,87,200,17400,Friday,Cash
P100748,1/16/2025,Bus,Colombo - Kandy,7:00,41,450,18450,Thursday,Mobile Payment
P104242,11/21/2025,Bus,Colombo - Ratnapura,7:30,72,270,19440,Friday,Mobile Payment
P100474,10/2/2025,Train,Colombo - Kurunegala,14:00,152,280,42560,Thursday,Cash
P103444,10/2/2025,Other,Kandy - Nuwara Eliya,17:30,30,360,10800,Thursday,Card
P105674,3/3/2025,Bus,Kurunegala - Dambulla,16:00,27,230,6210,Monday,Cash
P100298,7/17/2025,Bus,Colombo - Kurunegala,18:30,46,340,15640,Thursday,Card
P100304,10/22/2025,Train,Kandy - Colombo,9:00,154,340,52360,Wednesday,Cash
P102477,2/23/2025,Bus,Colombo - Galle,10:00,34,380,12920,Sunday,Mobile Payment
P102378,10/19/2025,Train,Kurunegala - Dambulla,21:00,89,210,18690,Sunday,Cash
P103535,8/31/2025,Bus,Kandy - Nuwara Eliya,15:00,58,310,17980,Sunday,Card
P103310,8/13/2025,Bus,Colombo - Kalutara,19:00,59,170,10030,Wednesday,Card
P103870,10/28/2025,Bus,Colombo - Kandy,8:30,64,470,30080,Tuesday,Cash
P104129,4/23/2025,Bus,Kandy - Colombo,7:00,58,440,25520,Wednesday,Cash
P103617,10/24/2025,Train,Kandy - Colombo,7:00,185,350,64750,Friday,Cash
P102686,8/7/2025,Bus,Colombo - Kurunegala,8:00,54,350,18900,Thursday,Card
P100241,9/28/2025,Other,Kurunegala - Dambulla,19:00,34,300,10200,Sunday,Card
P105738,11/5/2025,Bus,Colombo - Ratnapura,17:30,61,290,17690,Wednesday,Cash
P102293,8/9/2025,Bus,Colombo - Ratnapura,20:00,41,300,12300,Saturday,Card
P101672,10/3/2025,Train,Colombo - Kurunegala,6:30,136,270,36720,Friday,Cash
P102100,5/2/2025,Bus,Colombo - Negombo,17:30,67,250,16750,Friday,Card
P105061,11/21/2025,Other,Galle - Matara,18:00,47,230,10810,Friday,Mobile Payment
P101176,1/1/2025,Bus,Kandy - Colombo,16:00,39,420,16380,Wednesday,Cash
